Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20200802:1200,35.13,44.05,944.0,879.12,127.0,398.75,2.76,112.0,101094.0
20200802:1300,35.84,42.1,887.0,792.49,172.0,399.7,3.03,114.0,101024.0
20200802:1400,35.98,42.4,802.0,770.39,165.0,396.85,3.17,116.0,100934.0
20200802:1500,35.78,44.15,673.0,742.52,147.0,392.8,3.31,114.0,100874.0
20200802:1600,34.94,46.55,504.0,675.78,129.0,397.0,3.59,106.0,100805.0
20200802:1700,33.46,51.4,312.0,546.63,106.0,391.45,4.48,84.0,100795.0
20200802:1800,31.2,62.2,122.0,300.48,66.0,383.7,4.34,59.0,100835.0
20200802:1900,28.21,76.0,0.0,-0.0,0.0,380.05,3.03,39.0,100904.0
20200802:2000,26.89,81.45,0.0,-0.0,0.0,376.4,2.21,6.0,100974.0
20200802:2100,26.47,83.85,0.0,-0.0,0.0,371.95,2.07,352.0,101044.0
20200802:2200,26.12,85.85,0.0,-0.0,0.0,370.0,1.31,312.0,101094.0
20200802:2300,25.32,90.6,0.0,-0.0,0.0,371.95,1.38,266.0,101104.0
20200803:0000,24.65,93.6,0.0,-0.0,0.0,376.75,1.38,280.0,101064.0
20200803:0100,24.3,94.35,0.0,-0.0,0.0,379.7,1.38,294.0,101034.0
20200803:0200,24.13,93.7,0.0,-0.0,0.0,375.05,1.17,300.0,101014.0
20200803:0300,24.9,90.9,0.0,-0.0,0.0,374.45,0.83,321.0,101024.0
20200803:0400,24.77,92.05,0.0,-0.0,0.0,375.4,0.76,347.0,101094.0
20200803:0500,24.8,91.7,0.0,0.0,0.0,375.8,0.76,350.0,101134.0
20200803:0600,25.23,89.75,131.0,300.03,71.0,375.8,0.69,360.0,101194.0
20200803:0700,26.48,85.85,320.0,530.52,113.0,388.55,1.24,71.0,101204.0
20200803:0800,27.69,77.3,487.0,559.23,170.0,398.95,1.66,84.0,101243.0
20200803:0900,28.8,68.1,682.0,745.16,147.0,397.2,1.66,90.0,101233.0
20200803:1000,30.09,59.2,813.0,787.32,157.0,413.8,2.14,102.0,101214.0
20200803:1100,31.13,51.4,886.0,779.23,181.0,403.4,3.03,105.0,101164.0
20200803:1200,31.69,47.55,918.0,800.93,175.0,396.85,3.86,104.0,101124.0
20200803:1300,31.84,45.6,877.0,762.96,190.0,396.65,3.79,102.0,101084.0
20200803:1400,31.69,46.1,787.0,727.34,187.0,400.7,4.48,100.0,101024.0
20200803:1500,31.15,48.2,639.0,624.43,198.0,402.4,4.48,102.0,100954.0
20200803:1600,30.53,50.35,483.0,591.85,156.0,400.9,3.72,106.0,100914.0
20200803:1700,29.81,53.4,315.0,579.94,98.0,397.0,3.17,102.0,100904.0
20200803:1800,29.08,58.7,63.0,16.36,60.0,392.95,3.59,93.0,100904.0
20200803:1900,27.68,74.2,0.0,-0.0,0.0,400.1,3.03,76.0,100914.0
20200803:2000,27.01,78.15,0.0,-0.0,0.0,407.8,2.76,59.0,100944.0
20200803:2100,26.54,79.9,0.0,-0.0,0.0,394.9,2.9,60.0,101004.0
20200803:2200,26.47,79.6,0.0,-0.0,0.0,408.6,2.55,53.0,101024.0
20200803:2300,26.2,82.05,0.0,-0.0,0.0,396.05,2.34,63.0,101034.0
20200804:0000,25.98,84.45,0.0,-0.0,0.0,400.5,1.86,76.0,101014.0
20200804:0100,25.89,84.85,0.0,-0.0,0.0,407.1,1.79,68.0,100964.0
20200804:0200,25.89,84.2,0.0,-0.0,0.0,416.7,1.93,58.0,100934.0
20200804:0300,25.79,84.45,0.0,-0.0,0.0,413.2,1.93,58.0,100954.0
20200804:0400,25.68,84.7,0.0,-0.0,0.0,417.85,1.86,73.0,100954.0
20200804:0500,25.48,85.7,0.0,0.0,0.0,412.85,2.07,78.0,100964.0
20200804:0600,25.29,84.85,21.0,0.0,21.0,413.05,2.34,77.0,100974.0
20200804:0700,24.94,82.65,98.0,0.0,98.0,424.4,2.28,66.0,100994.0
20200804:0800,25.29,81.15,71.0,0.0,71.0,423.65,2.83,57.0,101044.0
20200804:0900,25.5,76.35,409.0,107.52,332.0,423.05,3.38,56.0,101064.0
20200804:1000,25.26,73.7,151.0,0.0,151.0,418.05,3.72,54.0,101054.0
20200804:1100,26.36,67.3,216.0,0.0,216.0,409.0,3.17,60.0,101064.0
20200804:1200,27.46,61.9,922.0,856.42,129.0,414.2,2.48,93.0,101034.0
20200804:1300,28.67,56.05,871.0,786.77,164.0,409.15,2.62,123.0,100984.0
20200804:1400,29.33,52.9,795.0,792.3,143.0,396.45,2.97,137.0,100914.0
20200804:1500,29.42,52.6,665.0,761.34,129.0,396.25,3.66,143.0,100855.0
20200804:1600,29.05,53.8,432.0,423.62,199.0,395.3,3.93,140.0,100835.0
20200804:1700,28.33,56.35,281.0,417.34,126.0,400.1,4.28,134.0,100805.0
20200804:1800,27.61,58.9,61.0,16.63,58.0,386.8,4.21,127.0,100815.0
20200804:1900,26.65,66.55,0.0,-0.0,0.0,390.45,3.38,109.0,100845.0
20200804:2000,26.04,71.15,0.0,-0.0,0.0,385.85,2.62,101.0,100924.0
20200804:2100,25.73,74.2,0.0,-0.0,0.0,388.75,2.0,97.0,101064.0
20200804:2200,25.46,76.55,0.0,-0.0,0.0,391.45,1.38,110.0,101084.0
20200804:2300,25.66,75.3,0.0,-0.0,0.0,396.85,0.21,97.0,101114.0
20200805:0000,24.37,82.85,0.0,-0.0,0.0,402.25,0.76,330.0,101134.0
20200805:0100,24.39,82.5,0.0,-0.0,0.0,406.15,1.1,355.0,101104.0
20200805:0200,23.9,85.55,0.0,-0.0,0.0,393.15,1.03,358.0,101114.0
20200805:0300,23.44,88.05,0.0,-0.0,0.0,389.3,1.1,318.0,101094.0
20200805:0400,23.49,88.2,0.0,-0.0,0.0,386.4,1.03,308.0,101084.0
20200805:0500,24.34,83.35,0.0,0.0,0.0,389.3,0.69,311.0,101094.0
20200805:0600,23.83,83.5,95.0,107.71,74.0,393.75,0.69,325.0,101134.0
20200805:0700,25.03,67.65,283.0,368.17,141.0,396.45,1.24,315.0,101164.0
20200805:0800,26.09,57.4,331.0,133.26,256.0,391.8,0.41,14.0,101184.0
20200805:0900,26.95,55.8,578.0,434.01,268.0,392.0,1.17,94.0,101174.0
20200805:1000,27.56,57.2,781.0,714.69,188.0,405.9,2.0,106.0,101144.0
20200805:1100,27.94,58.55,871.0,765.54,181.0,400.1,2.55,108.0,101124.0
20200805:1200,28.41,57.95,908.0,802.88,166.0,398.75,3.1,106.0,101054.0
20200805:1300,28.49,58.5,867.0,765.0,181.0,396.45,3.66,105.0,101044.0
20200805:1400,28.4,59.9,791.0,771.15,158.0,407.65,4.41,109.0,101004.0
20200805:1500,28.13,62.55,650.0,701.14,158.0,403.6,4.55,119.0,100954.0
20200805:1600,27.87,64.9,479.0,610.11,145.0,414.95,4.41,125.0,100924.0
20200805:1700,27.58,65.9,294.0,496.54,111.0,423.65,4.14,125.0,100904.0
20200805:1800,27.19,67.35,109.0,248.29,65.0,410.7,3.72,118.0,100924.0
20200805:1900,26.6,71.8,0.0,-0.0,0.0,418.45,3.17,99.0,100964.0
20200805:2000,25.9,75.4,0.0,-0.0,0.0,396.85,2.76,94.0,101034.0
20200805:2100,25.54,77.05,0.0,-0.0,0.0,397.6,2.28,95.0,101104.0
20200805:2200,25.22,78.5,0.0,-0.0,0.0,392.95,1.79,100.0,101124.0
20200805:2300,24.76,80.7,0.0,-0.0,0.0,384.5,1.31,105.0,101144.0
20200806:0000,24.83,80.35,0.0,-0.0,0.0,385.05,0.55,106.0,101144.0
20200806:0100,24.76,81.25,0.0,-0.0,0.0,381.85,0.34,303.0,101094.0
20200806:0200,23.45,89.1,0.0,-0.0,0.0,378.9,0.9,304.0,101034.0
20200806:0300,23.41,89.55,0.0,-0.0,0.0,375.25,0.97,310.0,101054.0
20200806:0400,23.93,88.6,0.0,-0.0,0.0,372.15,0.76,311.0,101034.0
20200806:0500,23.93,89.6,0.0,0.0,0.0,376.0,0.41,302.0,101064.0
20200806:0600,23.85,90.8,113.0,218.27,71.0,372.9,0.14,206.0,101104.0
20200806:0700,24.69,83.35,188.0,73.03,160.0,381.8,0.55,156.0,101124.0
20200806:0800,26.06,73.4,392.0,271.06,240.0,386.4,1.03,148.0,101134.0
20200806:0900,27.54,64.95,446.0,157.22,334.0,393.55,1.52,146.0,101124.0
20200806:1000,28.94,57.5,766.0,673.97,208.0,399.9,2.0,145.0,101084.0
20200806:1100,29.98,53.0,883.0,809.29,155.0,412.85,2.48,135.0,101034.0
20200806:1200,30.83,50.2,930.0,880.36,118.0,410.7,3.1,124.0,100964.0
20200806:1300,31.46,48.35,873.0,793.49,163.0,408.8,4.07,114.0,100904.0
20200806:1400,31.35,49.55,796.0,798.81,142.0,406.3,4.9,112.0,100884.0
20200806:1500,30.64,51.75,665.0,769.3,127.0,406.3,5.31,117.0,100884.0
20200806:1600,29.93,53.25,497.0,708.53,111.0,398.35,5.52,124.0,100855.0
20200806:1700,29.3,53.4,306.0,585.33,92.0,397.0,5.45,128.0,100855.0
20200806:1800,28.36,56.2,115.0,321.86,59.0,395.85,4.69,125.0,100874.0
20200806:1900,26.91,66.2,0.0,-0.0,0.0,387.75,3.03,106.0,100934.0
20200806:2000,26.06,71.75,0.0,-0.0,0.0,383.15,2.14,84.0,101034.0
20200806:2100,25.52,75.5,0.0,-0.0,0.0,382.55,1.66,70.0,101134.0
20200806:2200,25.01,78.4,0.0,-0.0,0.0,380.45,1.52,56.0,101174.0
20200806:2300,24.37,82.85,0.0,-0.0,0.0,378.5,1.31,53.0,101204.0
20200807:0000,23.55,88.4,0.0,-0.0,0.0,376.75,1.17,57.0,101214.0
20200807:0100,23.46,89.1,0.0,-0.0,0.0,373.95,0.97,62.0,101224.0
20200807:0200,23.91,87.15,0.0,-0.0,0.0,372.35,0.76,64.0,101224.0
20200807:0300,23.93,87.9,0.0,-0.0,0.0,369.45,0.41,37.0,101243.0
20200807:0400,23.68,89.85,0.0,-0.0,0.0,367.5,0.55,335.0,101253.0
20200807:0500,23.27,92.15,0.0,-0.0,0.0,366.35,0.83,321.0,101293.0
20200807:0600,22.86,93.5,123.0,305.47,65.0,365.0,0.83,322.0,101323.0
20200807:0700,24.61,77.5,318.0,585.11,95.0,376.4,0.28,10.0,101383.0
20200807:0800,26.04,65.25,497.0,649.74,134.0,375.8,0.48,89.0,101393.0
20200807:0900,27.51,56.0,674.0,758.66,135.0,379.45,1.1,116.0,101413.0
20200807:1000,28.85,50.0,810.0,818.3,134.0,383.35,1.86,120.0,101393.0
20200807:1100,30.14,45.0,889.0,827.64,146.0,386.6,2.55,120.0,101353.0
20200807:1200,31.07,41.9,925.0,866.94,127.0,388.35,3.38,118.0,101313.0
20200807:1300,31.51,40.3,864.0,766.16,180.0,389.5,4.07,114.0,101283.0
20200807:1400,31.49,39.75,792.0,787.5,149.0,390.1,4.48,112.0,101243.0
20200807:1500,31.07,40.3,665.0,772.01,127.0,389.5,4.48,112.0,101204.0
20200807:1600,30.44,41.7,490.0,684.43,119.0,388.75,4.21,111.0,101184.0
20200807:1700,29.65,44.15,306.0,598.49,89.0,386.6,3.79,111.0,101194.0
20200807:1800,28.59,49.1,116.0,357.41,55.0,379.45,3.31,114.0,101224.0
20200807:1900,27.37,58.65,0.0,-0.0,0.0,378.5,2.55,107.0,101283.0
20200807:2000,26.47,64.95,0.0,-0.0,0.0,371.75,1.93,98.0,101333.0
20200807:2100,25.78,69.7,0.0,-0.0,0.0,369.25,1.45,90.0,101423.0
20200807:2200,24.69,76.8,0.0,-0.0,0.0,370.2,1.03,78.0,101443.0
20200807:2300,24.78,77.3,0.0,-0.0,0.0,370.2,0.83,64.0,101463.0
20200808:0000,25.11,77.05,0.0,-0.0,0.0,369.45,0.48,40.0,101473.0
20200808:0100,24.81,79.75,0.0,-0.0,0.0,367.2,0.41,349.0,101463.0
20200808:0200,24.5,82.25,0.0,-0.0,0.0,364.45,0.55,312.0,101453.0
20200808:0300,24.02,85.4,0.0,-0.0,0.0,362.5,0.83,299.0,101483.0
20200808:0400,23.71,87.45,0.0,-0.0,0.0,360.4,0.9,289.0,101443.0
20200808:0500,23.57,88.65,0.0,-0.0,0.0,358.45,0.83,272.0,101493.0
20200808:0600,23.18,90.4,125.0,341.69,61.0,357.7,0.9,252.0,101523.0
20200808:0700,24.8,78.9,311.0,549.08,103.0,361.15,0.41,188.0,101533.0
20200808:0800,26.77,63.65,505.0,698.9,116.0,367.3,0.9,146.0,101543.0
20200808:0900,28.43,56.1,675.0,772.03,128.0,373.1,1.38,141.0,101543.0
20200808:1000,30.1,49.1,794.0,771.62,158.0,379.1,2.0,135.0,101533.0
20200808:1100,31.63,42.15,866.0,764.61,181.0,384.3,2.83,130.0,101493.0
20200808:1200,32.71,37.3,908.0,817.6,157.0,387.4,3.66,127.0,101463.0
20200808:1300,33.31,33.75,871.0,794.88,163.0,388.9,4.21,124.0,101423.0
20200808:1400,33.55,31.3,789.0,784.79,150.0,389.3,4.48,122.0,101373.0
20200808:1500,33.39,30.15,654.0,740.26,140.0,388.9,4.55,120.0,101353.0
20200808:1600,32.83,30.8,484.0,669.46,123.0,387.0,4.69,120.0,101283.0
20200808:1700,31.7,34.0,294.0,542.47,99.0,383.5,4.55,106.0,101273.0
20200808:1800,30.04,40.9,108.0,298.92,58.0,380.25,3.79,99.0,101363.0
20200808:1900,27.94,55.5,0.0,-0.0,0.0,376.2,2.41,111.0,101453.0
20200808:2000,27.15,60.0,0.0,-0.0,0.0,372.35,1.03,172.0,101483.0
20200808:2100,26.14,65.5,0.0,-0.0,0.0,368.65,0.9,318.0,101573.0
20200808:2200,25.41,71.35,0.0,-0.0,0.0,371.55,0.97,14.0,101573.0
20200808:2300,25.27,74.55,0.0,-0.0,0.0,370.2,0.97,64.0,101583.0
20200809:0000,25.75,74.05,0.0,-0.0,0.0,366.15,0.34,66.0,101583.0
20200809:0100,25.05,79.2,0.0,-0.0,0.0,364.65,0.69,289.0,101612.0
20200809:0200,24.62,82.05,0.0,-0.0,0.0,363.65,0.83,283.0,101622.0
20200809:0300,24.36,84.3,0.0,-0.0,0.0,363.1,0.69,294.0,101573.0
20200809:0400,24.14,86.15,0.0,-0.0,0.0,362.7,0.62,308.0,101523.0
20200809:0500,23.87,88.35,0.0,-0.0,0.0,361.9,0.62,298.0,101533.0
20200809:0600,23.91,88.9,125.0,357.3,59.0,361.75,0.55,295.0,101573.0
20200809:0700,25.48,77.4,309.0,549.82,102.0,366.55,0.41,239.0,101602.0
20200809:0800,28.18,57.65,504.0,699.76,116.0,372.55,0.69,122.0,101602.0
20200809:0900,30.16,48.05,681.0,802.49,114.0,380.05,2.0,106.0,101593.0
20200809:1000,31.51,42.6,798.0,787.99,150.0,384.7,3.1,113.0,101563.0
20200809:1100,32.52,39.05,885.0,827.76,145.0,387.55,3.72,115.0,101553.0
20200809:1200,33.11,36.7,917.0,851.0,137.0,390.65,4.07,113.0,101523.0
20200809:1300,33.45,34.6,871.0,795.67,164.0,392.2,4.28,109.0,101453.0
20200809:1400,33.49,33.1,797.0,816.62,134.0,392.95,4.28,106.0,101453.0
20200809:1500,33.16,32.85,656.0,756.06,133.0,394.3,4.14,107.0,101423.0
20200809:1600,32.84,32.6,480.0,656.3,128.0,391.6,3.66,102.0,101303.0
20200809:1700,31.74,35.4,297.0,572.61,93.0,398.75,2.69,79.0,101243.0
20200809:1800,30.41,42.0,115.0,402.97,49.0,400.1,2.62,84.0,101303.0
20200809:1900,28.94,58.05,0.0,-0.0,0.0,392.4,2.48,108.0,101293.0
20200809:2000,27.68,65.3,0.0,-0.0,0.0,389.5,2.07,78.0,101323.0
20200809:2100,26.74,71.45,0.0,-0.0,0.0,388.15,2.07,51.0,101373.0
20200809:2200,26.07,76.35,0.0,-0.0,0.0,387.0,1.93,39.0,101393.0
20200809:2300,25.57,79.55,0.0,-0.0,0.0,387.55,1.52,31.0,101383.0
20200810:0000,24.95,83.8,0.0,-0.0,0.0,385.05,0.76,8.0,101373.0
20200810:0100,24.97,84.0,0.0,-0.0,0.0,378.35,0.69,332.0,101323.0
20200810:0200,24.04,88.95,0.0,-0.0,0.0,376.0,0.97,327.0,101293.0
20200810:0300,24.13,89.0,0.0,-0.0,0.0,372.7,0.97,312.0,101263.0
20200810:0400,24.17,89.6,0.0,-0.0,0.0,372.55,0.9,289.0,101263.0
20200810:0500,23.99,90.9,0.0,-0.0,0.0,371.95,0.97,279.0,101283.0
20200810:0600,24.35,90.55,118.0,307.49,62.0,371.55,0.69,277.0,101303.0
20200810:0700,26.05,79.6,298.0,497.14,112.0,375.05,1.1,34.0,101323.0
20200810:0800,27.97,66.8,496.0,671.7,125.0,381.0,1.59,74.0,101313.0
20200810:0900,29.59,57.25,667.0,756.51,134.0,387.55,2.21,92.0,101333.0
20200810:1000,30.91,50.35,773.0,713.05,188.0,392.0,2.55,95.0,101303.0
20200810:1100,32.11,44.65,863.0,764.54,181.0,397.4,2.9,88.0,101283.0
20200810:1200,32.97,40.85,894.0,787.29,174.0,399.7,3.38,91.0,101233.0
20200810:1300,33.42,39.35,848.0,734.46,197.0,399.55,3.72,95.0,101154.0
20200810:1400,33.37,39.5,776.0,754.82,165.0,401.45,3.86,97.0,101114.0
20200810:1500,32.93,40.6,645.0,725.63,145.0,398.2,4.14,103.0,101074.0
20200810:1600,32.18,41.5,478.0,667.46,122.0,391.6,4.0,104.0,101024.0
20200810:1700,31.16,42.95,290.0,546.77,97.0,390.25,3.72,95.0,100984.0
20200810:1800,29.77,48.45,100.0,268.39,57.0,386.2,3.59,85.0,100974.0
20200810:1900,28.18,57.9,0.0,-0.0,0.0,377.75,2.55,83.0,101014.0
20200810:2000,27.04,66.05,0.0,-0.0,0.0,372.55,2.21,65.0,101074.0
20200810:2100,26.23,72.5,0.0,-0.0,0.0,366.15,2.0,44.0,101154.0
20200810:2200,25.57,77.75,0.0,-0.0,0.0,365.8,1.66,34.0,101263.0
20200810:2300,24.72,83.1,0.0,-0.0,0.0,361.15,1.38,36.0,101224.0
20200811:0000,24.35,86.5,0.0,-0.0,0.0,365.4,0.97,33.0,101154.0
20200811:0100,25.06,83.95,0.0,-0.0,0.0,365.65,0.69,19.0,101124.0
20200811:0200,24.7,86.35,0.0,-0.0,0.0,357.7,0.69,357.0,101074.0
20200811:0300,24.39,88.05,0.0,-0.0,0.0,355.75,0.76,344.0,101034.0
20200811:0400,24.1,89.3,0.0,-0.0,0.0,353.85,0.83,332.0,101014.0
20200811:0500,23.77,90.3,0.0,-0.0,0.0,352.3,0.97,316.0,101004.0
20200811:0600,22.51,93.25,117.0,317.54,60.0,351.5,1.1,306.0,101004.0
20200811:0700,24.79,78.25,298.0,508.37,109.0,355.55,0.28,227.0,101014.0
20200811:0800,27.46,54.85,490.0,648.89,133.0,361.15,1.1,91.0,101034.0
20200811:0900,28.99,51.65,678.0,802.82,114.0,368.5,1.93,101.0,101024.0
20200811:1000,30.31,48.35,800.0,803.96,142.0,374.05,2.21,115.0,101014.0
20200811:1100,31.63,44.15,859.0,752.77,189.0,380.8,2.69,117.0,100994.0
20200811:1200,32.63,40.9,874.0,729.91,208.0,385.25,3.66,115.0,101014.0
20200811:1300,32.89,39.45,834.0,696.75,218.0,390.25,4.55,113.0,100974.0
20200811:1400,32.62,38.6,564.0,230.49,378.0,387.95,5.1,110.0,100964.0
20200811:1500,31.9,38.95,578.0,495.41,238.0,387.4,5.24,111.0,100914.0
20200811:1600,31.24,40.1,441.0,507.26,172.0,386.2,4.48,111.0,100924.0
20200811:1700,30.33,44.3,156.0,45.76,140.0,389.9,3.45,104.0,100924.0
20200811:1800,29.1,52.25,109.0,396.02,47.0,392.0,3.17,84.0,100914.0
20200811:1900,27.29,62.8,0.0,-0.0,0.0,382.0,2.28,90.0,100944.0
20200811:2000,26.54,69.65,0.0,-0.0,0.0,388.15,2.0,61.0,100984.0
20200811:2100,25.98,75.2,0.0,-0.0,0.0,384.1,2.21,39.0,101044.0
20200811:2200,25.48,79.65,0.0,-0.0,0.0,372.7,2.0,29.0,101074.0
20200811:2300,25.0,82.8,0.0,-0.0,0.0,366.75,1.72,29.0,101094.0
20200812:0000,24.36,86.8,0.0,-0.0,0.0,371.55,1.31,30.0,101144.0
20200812:0100,23.78,90.45,0.0,-0.0,0.0,373.95,1.1,9.0,101144.0
20200812:0200,23.72,89.95,0.0,-0.0,0.0,377.35,1.03,348.0,101124.0
20200812:0300,24.05,88.25,0.0,-0.0,0.0,387.75,0.83,336.0,101104.0
20200812:0400,23.48,90.35,0.0,-0.0,0.0,380.8,1.03,347.0,101094.0
20200812:0500,23.18,91.95,0.0,-0.0,0.0,391.6,1.59,20.0,101084.0
20200812:0600,23.31,92.05,22.0,0.0,22.0,380.65,1.45,24.0,101104.0
20200812:0700,25.37,78.75,155.0,35.19,142.0,402.8,1.93,24.0,101124.0
20200812:0800,26.31,73.9,159.0,0.0,159.0,411.7,2.34,50.0,101154.0
20200812:0900,26.91,71.65,134.0,0.0,134.0,413.8,2.0,75.0,101243.0
20200812:1000,27.96,65.5,219.0,0.0,219.0,414.4,2.48,78.0,101144.0
20200812:1100,29.01,59.3,485.0,75.45,418.0,417.25,4.83,74.0,101144.0
20200812:1200,29.65,50.85,485.0,65.91,425.0,404.95,5.45,61.0,101064.0
20200812:1300,29.95,46.45,743.0,469.5,329.0,398.75,4.48,69.0,101034.0
20200812:1400,30.31,46.0,408.0,53.46,365.0,401.45,4.55,93.0,101014.0
20200812:1500,30.21,46.45,637.0,719.87,145.0,397.6,4.41,94.0,100974.0
20200812:1600,29.77,46.6,452.0,576.68,148.0,391.8,4.0,84.0,100914.0
20200812:1700,29.24,48.85,241.0,306.21,135.0,389.1,3.52,74.0,100894.0
20200812:1800,28.49,53.65,82.0,157.05,58.0,383.5,2.83,62.0,100914.0
20200812:1900,27.27,71.3,0.0,-0.0,0.0,396.05,2.76,54.0,100914.0
20200812:2000,26.63,77.7,0.0,-0.0,0.0,387.4,1.93,32.0,100964.0
20200812:2100,26.29,79.65,0.0,-0.0,0.0,393.35,2.14,20.0,100984.0
20200812:2200,26.01,80.7,0.0,-0.0,0.0,395.1,1.45,12.0,101064.0
20200812:2300,25.11,84.65,0.0,-0.0,0.0,386.4,1.1,322.0,101054.0
20200813:0000,24.27,88.35,0.0,-0.0,0.0,380.25,1.45,1.0,101034.0
20200813:0100,23.85,89.6,0.0,-0.0,0.0,378.75,1.59,6.0,101044.0
20200813:0200,23.81,89.2,0.0,-0.0,0.0,387.75,1.45,15.0,101054.0
20200813:0300,23.88,88.55,0.0,-0.0,0.0,388.15,1.17,11.0,101044.0
20200813:0400,24.9,83.7,0.0,-0.0,0.0,389.3,0.76,353.0,101014.0
20200813:0500,23.6,89.95,0.0,-0.0,0.0,393.95,1.17,335.0,101004.0
20200813:0600,23.65,90.2,118.0,373.06,53.0,398.2,1.31,332.0,101064.0
20200813:0700,25.35,65.1,301.0,553.12,98.0,369.05,1.45,303.0,101074.0
20200813:0800,27.0,57.0,493.0,683.42,120.0,371.35,1.52,298.0,101104.0
20200813:0900,28.59,51.3,666.0,770.35,128.0,377.75,1.31,272.0,101104.0
20200813:1000,30.06,46.95,799.0,816.55,134.0,392.8,1.24,243.0,101074.0
20200813:1100,31.5,43.0,877.0,826.25,145.0,396.25,1.24,197.0,101044.0
20200813:1200,32.62,40.3,899.0,818.19,156.0,400.9,1.93,160.0,100964.0
20200813:1300,33.29,39.0,837.0,720.95,203.0,409.95,2.76,142.0,100924.0
20200813:1400,33.14,40.55,748.0,685.97,198.0,407.8,3.38,132.0,100984.0
20200813:1500,31.69,47.8,670.0,856.67,87.0,417.1,4.0,122.0,100894.0
20200813:1600,30.48,56.35,209.0,17.18,200.0,409.15,4.62,121.0,100855.0
20200813:1700,29.77,61.95,25.0,0.0,25.0,408.8,4.07,128.0,100904.0
20200813:1800,29.32,64.7,32.0,0.0,32.0,404.55,3.17,124.0,100894.0
20200813:1900,29.12,60.15,0.0,-0.0,0.0,407.05,2.14,180.0,100884.0
20200813:2000,28.62,63.4,0.0,-0.0,0.0,406.1,1.52,188.0,100964.0
20200813:2100,27.86,66.75,0.0,-0.0,0.0,400.7,1.1,188.0,101024.0
20200813:2200,26.85,72.45,0.0,-0.0,0.0,396.85,1.1,196.0,101064.0
20200813:2300,26.35,75.85,0.0,-0.0,0.0,389.1,1.1,210.0,101044.0
20200814:0000,25.81,80.25,0.0,-0.0,0.0,386.6,1.1,214.0,101074.0
20200814:0100,24.88,85.55,0.0,-0.0,0.0,378.75,1.31,218.0,101034.0
20200814:0200,24.18,87.95,0.0,-0.0,0.0,375.05,1.38,227.0,101004.0
20200814:0300,23.29,90.6,0.0,-0.0,0.0,370.8,1.59,240.0,100994.0
20200814:0400,22.9,91.05,0.0,-0.0,0.0,366.75,1.72,256.0,101004.0
20200814:0500,22.72,89.85,0.0,-0.0,0.0,363.25,2.0,267.0,101004.0
20200814:0600,22.96,87.45,119.0,384.66,53.0,360.2,2.07,273.0,101064.0
20200814:0700,25.26,80.7,309.0,595.17,92.0,369.05,1.59,272.0,101104.0
20200814:0800,28.0,62.1,505.0,728.53,109.0,373.1,1.38,261.0,101134.0
20200814:0900,30.06,49.25,678.0,804.28,118.0,379.45,1.1,256.0,101114.0
20200814:1000,31.87,38.95,801.0,803.87,148.0,384.3,0.48,244.0,101134.0
20200814:1100,33.29,31.8,899.0,875.76,125.0,387.55,0.62,149.0,101074.0
20200814:1200,34.31,28.3,905.0,819.12,163.0,389.1,1.31,138.0,101024.0
20200814:1300,34.97,26.45,853.0,750.33,195.0,388.75,1.93,130.0,100994.0
20200814:1400,35.22,26.5,792.0,817.19,139.0,387.0,2.76,121.0,100944.0
20200814:1500,34.68,31.0,649.0,755.67,137.0,388.15,4.21,113.0,100874.0
20200814:1600,33.2,39.75,480.0,708.76,111.0,385.85,4.83,111.0,100835.0
20200814:1700,31.88,46.8,287.0,592.88,86.0,380.45,4.9,112.0,100825.0
20200814:1800,30.61,52.95,94.0,303.23,50.0,378.7,4.14,114.0,100845.0
20200814:1900,29.41,58.2,0.0,-0.0,0.0,376.75,2.07,118.0,100914.0
20200814:2000,28.57,63.2,0.0,-0.0,0.0,376.4,1.66,68.0,101004.0
20200814:2100,27.61,72.1,0.0,-0.0,0.0,375.25,2.41,42.0,101084.0
20200814:2200,26.79,79.9,0.0,-0.0,0.0,374.85,2.76,37.0,101124.0
20200814:2300,26.24,83.45,0.0,-0.0,0.0,375.05,2.9,40.0,101164.0
20200815:0000,25.82,85.15,0.0,-0.0,0.0,374.65,2.97,45.0,101174.0
20200815:0100,25.49,86.4,0.0,-0.0,0.0,374.5,2.69,46.0,101154.0
20200815:0200,25.2,87.85,0.0,-0.0,0.0,374.45,2.21,52.0,101134.0
20200815:0300,24.85,89.8,0.0,-0.0,0.0,375.25,1.86,59.0,101144.0
20200815:0400,24.6,91.05,0.0,-0.0,0.0,381.4,1.79,52.0,101104.0
20200815:0500,24.6,90.6,0.0,-0.0,0.0,388.9,2.21,48.0,101144.0
20200815:0600,24.83,87.65,115.0,367.05,53.0,386.4,2.41,51.0,101194.0
20200815:0700,25.46,81.8,280.0,439.02,121.0,387.55,2.48,55.0,101224.0
20200815:0800,26.53,73.55,426.0,408.26,205.0,393.55,2.69,58.0,101243.0
20200815:0900,27.78,65.1,644.0,685.75,168.0,398.0,2.83,64.0,101233.0
20200815:1000,28.86,57.2,696.0,499.87,291.0,402.4,3.03,74.0,101243.0
